record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1,2,3,4,5,6,7,Ranked choice voting,LDPV,Gender,Age,<50 / 50+,Race,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
481100XXXX,02/26/20 11:37 AM,34025,7728,2,,,,,,,,,,,,,,,,,,,2,1,70,2,3,4,6,5,1,1,2,2,2,2,2,2,2,2,1,0.618763507
545100XXXX,02/26/20 11:43 AM,34025,7712,2,,,,,,,,,,,,,,,,,,,2,1,57,2,3,3,2,4,1,2,3,2,2,2,2,2,2,2,1,0.931934826
159100XXXX,02/25/20 10:44 PM,34027,7847,2,,,,,,,,,,,,,,,,,,,2,1,23,1,1,4,1,4,1,1,1,1,3,2,2,2,2,3,1,0.863343069
364100XXXX,02/25/20 10:15 PM,34029,8753,1,6,3,50,35,47,58,40,55,23,45,,,,,,,,,2,2,33,1,3,3,4,2,3,3,2,1,4,2,2,2,2,2,1,0.764635286
752100XXXX,02/25/20 10:19 PM,34031,7503,1,1,,90,75,65,20,85,85,60,80,,,,,,,,,2,2,44,1,1,2,3,2,2,1,1,1,1,1,2,2,2,1,1,0.608158568
300100XXXX,02/25/20 10:14 PM,34031,7503,1,6,2,100,60,80,70,70,70,90,70,c1,c7,c5,c6,c8,c2,c3,2,1,2,19,1,5,2,4,4,2,1,1,2,3,2,2,2,2,1,1,0.743382294
110310XXXX,02/25/20 10:23 PM,34031,7014,1,6,2,50,50,20,0,0,50,10,10,c2,c1,c3,c9,,,,,1,2,69,2,3,3,4,2,3,2,1,2,2,2,2,2,2,1,1,0.800705631
138110XXXX,02/26/20 11:30 AM,34031,7055,1,6,2,60,70,10,10,10,100,10,10,c6,c2,c1,c8,c3,c7,c5,1,1,1,25,1,3,3,3,3,3,3,2,1,3,2,2,2,2,1,1,1.176570157
661000XXXX,02/25/20 10:31 PM,34031,7524,1,6,2,55,60,51,10,52,40,10,35,c2,c5,c1,c3,c7,c8,c6,2,1,1,60,2,3,2,4,2,2,1,3,2,1,2,2,2,2,1,1,0.931934826
218310XXXX,02/26/20 12:41 PM,34033,8070,2,,,,,,,,,,,,,,,,,,,2,2,38,1,3,3,4,4,2,2,3,2,2,2,2,2,2,2,1,0.854303724
474100XXXX,02/26/20 11:37 AM,34033,8070,1,1,,5,30,45,15,2,65,2,10,,,,,,,,,2,1,50,2,3,3,4,4,2,1,1,2,4,2,2,1,2,3,1,0.931934826
195910XXXX,02/26/20 11:32 AM,34035,8873,1,8,,,,,,,,,,,,,,,,,,2,2,83,2,3,3,3,2,3,2,3,1,3,2,2,2,2,2,1,0.800705631
587100XXXX,02/26/20 11:48 AM,34035,8502,1,6,2,40,90,1,0,2,30,50,3,c2,c1,c6,c9,,,,,1,1,67,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,1,0.618763507
163610XXXX,02/26/20 11:33 AM,34037,7419,1,5,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,33,1,3,3,2,1,1,1,1,2,4,2,2,2,2,3,1,0.764635286
327100XXXX,02/25/20 10:15 PM,34037,7874,1,6,2,70,0,10,0,0,0,0,10,c6,c8,c3,c7,c1,c5,c2,5,1,1,40,1,3,2,4,2,3,3,2,2,4,2,2,2,1,2,1,0.736103707
511000XXXX,02/25/20 10:29 PM,34039,7083,1,4,,20,30,0,20,0,0,20,10,,,,,,,,,2,1,34,1,1,2,3,2,3,1,1,1,2,1,2,1,2,2,1,0.863343069
232100XXXX,02/25/20 10:55 PM,34039,7208,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,44,1,1,3,2,1,3,3,1,2,4,2,2,2,2,2,1,0.656329708
731000XXXX,02/25/20 10:08 PM,34039,7076,1,2,,40,50,0,0,0,0,0,10,,,,,,,,,2,2,68,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,0.800705631
441100XXXX,02/25/20 10:16 PM,34039,7205,1,4,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,64,2,3,3,3,1,1,2,1,2,2,2,2,2,2,2,1,0.780269285
112710XXXX,02/25/20 10:20 PM,34039,7036,1,6,2,90,70,72,55,70,69,75,75,c1,c3,c5,c8,c7,c2,c6,1,1,1,67,2,3,2,3,2,2,1,3,2,2,2,1,2,2,2,1,0.618763507
837100XXXX,02/25/20 10:20 PM,35001,87144,1,6,2,45,30,51,35,35,60,40,38,c6,c8,c3,c5,c4,c7,c1,1,1,1,36,1,1,2,4,2,3,3,2,1,4,2,2,2,2,2,4,1.384077398
149210XXXX,02/26/20 11:31 AM,35001,87108,1,6,2,10,20,45,10,60,70,30,30,c3,c6,c5,c8,c7,c1,c2,2,1,1,33,1,1,2,4,2,1,2,1,1,1,1,2,2,1,1,4,0.933212855
191410XXXX,02/26/20 11:37 AM,35001,87110,2,,,,,,,,,,,,,,,,,,,2,2,49,1,3,3,3,4,2,1,1,2,3,2,2,2,2,1,4,0.804052797
687100XXXX,02/25/20 10:17 PM,35001,87110,1,3,,85,80,5,10,10,10,10,65,,,,,,,,,2,1,33,1,3,3,3,4,2,2,2,2,3,2,2,2,2,1,4,1.148495507
138010XXXX,02/26/20 11:30 AM,35001,87121,1,6,2,70,50,80,55,75,75,80,100,c5,c8,c6,c2,c1,c3,c7,1,1,1,30,1,3,2,3,1,3,3,2,2,2,2,2,2,2,1,4,1.148495507
324100XXXX,02/25/20 10:15 PM,35005,88201,2,,,,,,,,,,,,,,,,,,,2,2,20,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1.100950863
102710XXXX,02/25/20 10:20 PM,35013,88005,2,,,,,,,,,,,,,,,,,,,2,2,59,2,3,1,1,4,2,1,1,2,3,2,2,1,2,3,4,0.948053008
206010XXXX,02/26/20 11:38 AM,35013,88046,1,6,3,85,10,50,0,10,85,0,80,,,,,,,,,2,1,73,2,3,3,3,3,3,2,2,2,1,2,2,1,2,2,4,0.598775594
589100XXXX,02/25/20 10:18 PM,35035,88310,1,5,2,30,0,0,10,50,40,20,50,c9,,,,,,,,1,2,40,1,3,2,6,4,2,1,3,1,4,3,2,2,2,2,4,0.804052797
184310XXXX,02/26/20 11:34 AM,35043,87124,1,4,,15,2,20,1,15,30,1,10,,,,,,,,,2,2,69,2,3,1,2,1,2,1,3,2,1,1,2,1,2,2,4,0.71232693
114710XXXX,02/25/20 10:20 PM,35045,87410,1,6,5,,,,,,,,,,,,,,,,,2,2,40,1,3,4,2,2,3,2,1,1,1,2,2,2,2,3,4,0.804052797
367100XXXX,02/25/20 11:33 PM,35045,87410,1,6,2,60,75,50,0,50,60,50,30,c7,c2,c6,c3,c1,c5,c8,5,1,1,70,2,3,3,3,2,3,1,2,2,4,2,2,2,2,3,4,0.598775594
149110XXXX,02/26/20 11:31 AM,35047,87552,2,,,,,,,,,,,,,,,,,,,2,1,54,2,1,2,3,1,2,1,2,2,2,1,2,2,2,3,4,0.719340883
224010XXXX,02/26/20 02:18 PM,35049,87501,1,6,2,50,20,50,0,50,90,50,90,c4,c8,c6,c7,c3,c5,c1,4,1,1,69,2,1,2,5,2,3,2,1,2,4,2,1,2,1,1,4,1.115120223
181410XXXX,02/26/20 11:35 AM,35049,87508,1,6,2,75,75,50,0,40,95,0,40,c1,c6,c2,c8,c5,c3,c7,3,1,2,64,2,3,2,4,2,3,1,1,2,4,2,2,2,2,3,4,0.948053008
199910XXXX,02/26/20 11:32 AM,35053,87801,1,3,,20,40,60,0,25,80,0,60,,,,,,,,,2,1,65,2,3,3,3,1,1,1,2,2,1,2,2,2,2,3,4,0.598775594
451100XXXX,02/26/20 11:35 AM,36001,12206,1,6,1,20,25,5,5,5,10,0,10,,,,,,,,,2,1,40,1,1,1,2,1,3,2,2,1,2,2,2,2,2,1,1,0.656329708
105510XXXX,02/25/20 10:20 PM,36001,12189,1,2,,50,50,50,0,0,0,0,0,,,,,,,,,2,2,39,1,3,3,3,3,3,3,2,1,1,2,2,2,2,2,1,0.854303724
108510XXXX,02/25/20 10:20 PM,36001,12202,2,,,,,,,,,,,,,,,,,,,2,2,36,1,3,3,3,4,3,2,1,2,2,2,2,2,2,1,1,0.854303724
200810XXXX,02/26/20 11:32 AM,36001,12110,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,61,2,3,1,1,1,3,3,2,2,4,2,2,2,2,2,1,0.780269285
101510XXXX,02/25/20 10:21 PM,36001,12204,1,5,2,40,30,30,40,40,60,30,20,c6,c2,c5,c8,c3,c1,c7,2,1,1,32,1,4,2,3,2,3,3,2,2,3,2,2,2,2,2,1,0.696250476
159010XXXX,02/26/20 11:31 AM,36001,12143,1,6,2,25,40,0,20,60,75,5,50,c6,c9,,,,,,,1,1,19,1,4,2,4,4,2,3,1,2,4,2,1,2,2,2,1,0.696250476
109610XXXX,02/25/20 10:23 PM,36003,14727,1,6,2,40,50,20,0,20,50,0,60,c9,,,,,,,,1,1,65,2,3,3,4,4,3,1,2,2,1,2,2,1,2,3,1,0.618763507
267100XXXX,02/25/20 10:14 PM,36005,10467,1,4,,20,30,0,0,0,20,20,20,,,,,,,,,2,2,36,1,1,3,4,2,3,2,1,1,2,1,2,2,2,1,1,0.608158568
467100XXXX,02/25/20 10:16 PM,36005,10463,1,6,2,20,20,10,10,10,20,5,5,c2,c6,c7,c9,,,,,1,2,51,2,1,3,6,2,2,1,3,1,2,2,2,2,2,1,1,0.876608714
632100XXXX,02/25/20 10:17 PM,36005,10458,1,6,2,35,40,40,40,35,40,35,50,c1,c2,c8,c6,c3,c4,c7,2,1,2,49,1,1,2,3,2,2,1,1,2,2,2,2,2,2,1,1,0.608158568
772100XXXX,02/25/20 10:19 PM,36005,10472,2,,,,,,,,,,,,,,,,,,,2,2,30,1,1,3,4,2,1,2,1,1,3,1,2,1,2,1,1,0.519329079
136510XXXX,02/26/20 11:30 AM,36005,10453,1,1,,0,59,10,25,5,60,20,0,,,,,,,,,2,2,23,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,0.519329079
221710XXXX,02/26/20 01:42 PM,36005,10463,2,,,,,,,,,,,,,,,,,,,2,1,36,1,1,2,6,5,2,1,1,2,4,2,2,2,2,1,1,0.656329708
511100XXXX,02/26/20 11:40 AM,36005,10468,1,6,2,30,95,0,10,0,90,0,20,c2,c6,c1,c8,c9,,,1,1,1,41,1,1,2,4,2,1,2,2,1,2,1,1,2,2,1,1,0.656329708
768100XXXX,02/25/20 10:19 PM,36005,10467,1,4,,0,25,50,0,0,70,0,50,,,,,,,,,2,2,50,2,3,2,3,2,3,3,2,1,3,2,2,2,2,1,1,0.780269285
140610XXXX,02/26/20 11:30 AM,36005,10459,1,2,,10,20,10,10,10,10,20,10,,,,,,,,,2,2,24,1,2,1,4,2,2,1,3,2,3,3,2,1,2,1,1,0.537741555
147610XXXX,02/26/20 11:30 AM,36005,10454,1,1,,90,70,60,65,60,65,60,60,,,,,,,,,2,2,39,1,5,3,3,2,2,1,3,1,4,2,2,2,2,1,1,1.323676131
194910XXXX,02/26/20 11:32 AM,36005,10453,2,,,,,,,,,,,,,,,,,,,2,2,26,1,2,3,3,1,3,2,1,2,1,1,2,2,2,1,1,0.537741555
202510XXXX,02/26/20 11:32 AM,36005,10451,1,6,2,90,60,50,20,20,90,40,30,c1,c6,c2,c3,c8,c5,c7,1,1,2,43,1,2,2,4,2,3,2,2,1,3,1,1,2,2,1,1,2.216395756
226100XXXX,02/25/20 10:14 PM,36005,10469,1,6,2,40,35,60,0,0,0,0,0,c1,c3,c6,c2,c8,c5,c4,2,1,1,56,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,0.931934826
950100XXXX,02/25/20 10:21 PM,36005,10467,1,1,,56,40,38,23,25,67,35,40,,,,,,,,,2,1,26,1,4,1,1,3,2,1,2,2,2,1,2,1,2,2,1,0.696250476
992100XXXX,02/25/20 10:21 PM,36005,10454,1,6,2,40,100,10,10,20,35,20,15,c2,c9,,,,,,,1,1,50,2,2,2,4,2,1,1,2,1,4,3,2,2,2,1,1,1.014544597
230100XXXX,02/25/20 10:14 PM,36007,13905,2,,,,,,,,,,,,,,,,,,,2,2,54,2,3,3,4,4,1,1,1,2,1,1,2,2,2,1,1,0.780269285
114310XXXX,02/25/20 10:20 PM,36009,14760,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,58,2,3,3,3,1,1,2,2,2,2,2,2,2,2,3,1,0.780269285
102310XXXX,02/25/20 10:20 PM,36011,13021,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,72,2,3,1,2,1,2,3,2,2,2,2,2,1,2,1,1,0.800705631
152710XXXX,02/26/20 11:31 AM,36013,14701,2,,,,,,,,,,,,,,,,,,,2,1,30,1,2,3,2,4,3,2,1,2,4,1,2,2,2,2,1,0.555926665
832100XXXX,02/25/20 10:20 PM,36015,14901,1,3,,50,20,0,0,0,30,0,0,,,,,,,,,2,2,56,2,3,1,3,1,1,1,1,2,2,2,2,2,2,3,1,0.780269285
164810XXXX,02/26/20 11:33 AM,36023,13045,1,6,2,60,20,85,50,60,80,15,40,c3,c6,c9,,,,,,1,2,42,1,3,2,5,2,1,1,3,2,1,2,2,2,2,1,1,0.854303724
104710XXXX,02/25/20 10:19 PM,36027,12533,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,32,1,3,1,3,1,2,2,2,1,2,2,2,2,2,2,1,0.764635286
219210XXXX,02/26/20 12:42 PM,36027,12533,1,6,1,20,20,20,20,20,20,20,20,,,,,,,,,2,2,24,1,3,1,2,1,3,3,1,2,2,2,2,2,2,2,1,0.764635286
119910XXXX,02/25/20 10:26 PM,36027,12533,1,5,1,95,30,65,0,50,90,75,50,,,,,,,,,2,1,70,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,1,0.618763507
166410XXXX,02/26/20 11:33 AM,36029,14213,1,6,2,70,90,70,60,40,100,60,60,c1,c6,c2,c8,c7,c5,c3,2,1,2,52,2,1,2,3,2,2,1,2,1,2,2,2,2,2,1,1,0.876608714
533100XXXX,02/26/20 11:42 AM,36029,14226,1,1,,5,55,5,35,45,51,50,30,,,,,,,,,2,1,55,2,1,3,3,4,2,2,3,2,4,2,1,1,2,2,1,0.588388218
244100XXXX,02/25/20 10:14 PM,36029,14225,1,5,3,50,0,0,0,0,30,0,0,,,,,,,,,2,2,50,2,3,3,3,3,2,1,3,1,4,2,2,2,2,2,1,0.780269285
732100XXXX,02/25/20 10:19 PM,36029,14224,1,6,1,0,0,0,25,0,0,0,0,,,,,,,,,2,2,19,1,3,1,1,1,2,1,1,2,4,2,2,2,2,2,1,0.764635286
887100XXXX,02/25/20 10:20 PM,36029,14220,1,6,2,65,15,51,5,30,15,10,70,c1,c8,c3,c9,,,,,1,2,60,2,3,2,2,3,2,2,2,2,2,2,1,2,2,1,1,0.780269285
959100XXXX,02/25/20 10:21 PM,36029,14127,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,55,2,3,1,2,1,3,1,3,2,2,2,2,2,2,2,1,0.780269285
105110XXXX,02/25/20 10:20 PM,36029,14215,1,6,2,50,0,0,0,0,50,0,0,c1,c6,c8,c9,,,,,1,2,35,1,2,2,2,2,2,2,1,1,3,2,2,2,1,1,1,2.216395756
129310XXXX,02/26/20 11:29 AM,36029,14225,1,2,,100,100,100,100,100,100,100,100,,,,,,,,,2,2,31,1,3,2,3,2,3,2,1,2,2,2,2,2,2,2,1,0.764635286
216110XXXX,02/26/20 12:41 PM,36029,14220,1,6,5,,,,,,,,,,,,,,,,,2,2,64,2,3,3,3,3,2,1,3,2,4,2,2,2,2,1,1,0.780269285
658100XXXX,02/25/20 10:17 PM,36029,14227,1,5,1,0,0,0,0,0,60,0,0,,,,,,,,,2,1,28,1,3,1,3,1,2,2,1,1,4,2,2,2,2,1,1,1.176570157
106510XXXX,02/25/20 10:20 PM,36029,14219,1,4,,35,20,25,5,20,20,15,20,,,,,,,,,2,1,49,1,3,1,2,1,3,1,2,1,3,1,2,2,2,1,1,0.736103707
169910XXXX,02/26/20 11:33 AM,36029,14210,1,6,2,100,60,60,0,75,50,20,75,c9,,,,,,,,1,1,59,2,3,2,4,2,2,1,1,2,2,2,2,2,2,1,1,0.931934826
239100XXXX,02/25/20 10:56 PM,36029,14075,1,6,1,0,0,0,0,0,3,0,0,,,,,,,,,2,1,45,1,3,1,1,1,2,3,2,1,2,2,2,2,2,2,1,0.736103707
522100XXXX,02/26/20 11:42 AM,36029,14226,1,6,2,55,20,50,0,30,55,10,40,c6,c3,c1,c8,c5,c7,c2,4,1,1,51,2,3,2,4,2,2,2,2,1,4,2,2,2,2,2,1,0.931934826
232100XXXX,02/25/20 10:14 PM,36043,13491,1,7,2,100,0,0,0,0,0,0,0,c1,c7,c4,c6,c3,c5,c8,3,1,2,28,1,3,2,4,2,1,1,2,2,1,2,2,1,2,1,1,0.764635286
341100XXXX,02/25/20 10:15 PM,36043,13365,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,48,1,3,1,3,1,2,1,2,2,2,2,2,2,2,3,1,0.736103707
113810XXXX,02/25/20 10:20 PM,36047,11232,2,,,,,,,,,,,,,,,,,,,2,2,26,1,1,3,2,3,2,1,2,2,3,2,2,2,2,1,1,0.519329079
177710XXXX,02/26/20 11:33 AM,36047,11237,1,6,2,80,90,0,0,0,65,0,0,c2,c1,c9,,,,,,1,1,44,1,1,2,2,2,3,2,1,2,3,1,2,2,2,1,1,0.656329708
222510XXXX,02/26/20 01:46 PM,36047,11207,2,,,,,,,,,,,,,,,,,,,2,1,52,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,0.588388218
307100XXXX,02/25/20 11:04 PM,36047,11206,1,6,2,80,60,5,15,10,60,10,15,c1,c6,c2,c9,,,,,1,1,28,1,1,2,3,2,1,2,1,2,3,2,1,2,2,1,1,0.863343069
514100XXXX,02/25/20 10:16 PM,36047,11234,1,4,,75,40,35,0,20,100,0,80,,,,,,,,,2,2,18,1,4,2,3,4,2,2,1,1,3,2,2,2,1,1,1,0.743382294
566100XXXX,02/25/20 10:18 PM,36047,11236,1,6,2,75,100,0,0,0,50,0,45,c2,c1,c6,c9,,,,,1,2,47,1,3,2,3,2,3,1,1,2,3,2,2,2,2,1,1,0.854303724
103310XXXX,02/25/20 10:21 PM,36047,11228,1,7,2,60,50,60,20,30,70,10,40,c6,c1,c3,c2,c5,c8,c7,2,1,2,23,1,1,2,5,2,3,2,1,2,3,3,1,1,2,3,1,0.519329079
189410XXXX,02/26/20 11:31 AM,36047,11213,1,4,,20,20,10,10,10,10,10,10,,,,,,,,,2,2,34,1,2,2,4,2,2,1,1,1,2,2,2,2,2,2,1,0.537741555
200310XXXX,02/26/20 11:32 AM,36047,11237,1,5,2,0,0,0,0,0,0,0,0,c2,c8,c3,c1,c6,c7,c5,2,1,2,24,1,3,2,4,2,3,2,1,2,1,2,2,2,2,1,1,0.764635286
104110XXXX,02/25/20 10:20 PM,36047,11235,1,6,4,50,50,50,50,50,50,50,50,,,,,,,,,2,1,29,1,3,3,3,3,2,2,1,2,4,2,2,2,2,2,1,1.176570157
152410XXXX,02/26/20 11:31 AM,36047,11203,2,,,,,,,,,,,,,,,,,,,2,1,28,1,2,2,2,4,1,1,1,2,2,1,2,2,2,1,1,0.555926665
278100XXXX,02/25/20 11:01 PM,36047,11238,1,6,1,20,1,20,1,1,40,1,11,,,,,,,,,2,1,60,2,2,1,1,1,3,3,2,2,3,2,2,2,2,1,1,1.014544597
126010XXXX,02/25/20 11:25 PM,36055,14580,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,73,2,1,1,1,1,3,1,3,2,1,1,2,2,2,2,1,1.702385603
163810XXXX,02/26/20 11:33 AM,36055,14420,1,6,1,5,15,10,0,0,0,10,0,,,,,,,,,2,2,45,1,1,1,2,1,3,3,2,1,2,2,1,2,2,3,1,0.608158568
193910XXXX,02/26/20 11:32 AM,36055,14606,2,,,,,,,,,,,,,,,,,,,2,2,28,1,1,3,2,2,1,1,1,1,1,2,1,2,2,1,1,0.519329079
812100XXXX,02/25/20 10:20 PM,36055,14620,2,,,,,,,,,,,,,,,,,,,2,2,24,1,4,3,3,4,3,1,1,2,4,2,2,2,2,2,1,0.743382294
932100XXXX,02/25/20 10:22 PM,36055,14464,1,2,,15,5,10,0,10,45,0,20,,,,,,,,,2,2,63,2,3,1,2,4,2,1,2,2,1,1,2,2,2,3,1,0.780269285
192810XXXX,02/26/20 11:32 AM,36055,14616,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,60,2,3,1,3,1,2,2,2,2,4,2,2,2,2,2,1,0.780269285
220310XXXX,02/26/20 12:46 PM,36055,14605,1,5,2,65,40,50,5,10,72,8,25,c1,c6,c9,,,,,,1,1,20,1,2,2,3,4,2,1,1,2,3,2,2,2,2,1,1,0.555926665
510000XXXX,02/25/20 10:12 PM,36055,14616,1,6,1,10,20,0,0,5,0,10,10,,,,,,,,,2,1,42,1,3,1,3,1,2,2,1,1,1,1,2,2,2,2,1,0.736103707
121000XXXX,02/25/20 10:22 PM,36055,14618,1,6,1,10,13,20,0,0,0,2,0,,,,,,,,,2,1,47,1,3,1,2,1,2,3,2,2,4,2,2,2,2,2,1,0.736103707
801000XXXX,02/25/20 10:08 PM,36059,11803,1,6,3,90,80,60,40,40,50,50,60,,,,,,,,,2,2,52,2,3,3,4,2,3,1,1,2,2,2,2,2,2,2,1,0.780269285
149100XXXX,02/25/20 10:12 PM,36059,11590,2,,,,,,,,,,,,,,,,,,,2,2,52,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,1,0.780269285
593100XXXX,02/25/20 10:18 PM,36059,11561,1,6,2,80,30,0,0,0,70,0,0,c1,c6,c8,c5,c9,,,2,1,2,33,1,2,2,4,2,1,2,1,1,1,2,2,2,2,1,1,0.537741555
158910XXXX,02/26/20 11:31 AM,36059,11758,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,50,2,3,1,3,1,3,3,2,1,2,2,2,2,2,2,1,0.780269285
761100XXXX,02/25/20 10:19 PM,36059,11001,1,6,1,30,20,30,0,5,15,0,0,,,,,,,,,2,1,31,1,3,1,3,1,3,2,1,2,4,2,2,2,2,2,1,1.176570157
165610XXXX,02/26/20 11:33 AM,36059,11758,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,59,2,3,1,2,1,1,3,2,2,2,2,2,2,2,2,1,0.931934826
174510XXXX,02/26/20 11:32 AM,36059,11050,1,4,,100,100,0,0,100,0,0,0,,,,,,,,,2,1,29,1,3,2,3,2,3,3,2,2,3,2,2,2,2,2,1,1.176570157
176310XXXX,02/26/20 11:33 AM,36059,11553,1,6,2,1,1,1,1,1,1,1,1,c1,c4,c2,c6,c3,c7,c5,3,1,1,45,1,3,2,3,4,3,3,2,2,2,2,2,1,2,2,1,0.736103707
198510XXXX,02/26/20 11:32 AM,36059,11732,1,2,,10,30,10,10,10,10,10,10,,,,,,,,,2,1,27,1,3,1,1,1,3,3,1,2,1,1,2,2,2,1,1,1.176570157
221010XXXX,02/26/20 01:09 PM,36059,11566,1,5,1,10,10,0,0,0,0,0,0,,,,,,,,,2,1,67,2,3,1,2,1,1,3,2,2,2,2,1,2,2,2,1,0.618763507
199100XXXX,02/25/20 10:52 PM,36059,11554,1,5,2,50,40,50,10,40,60,10,40,c9,,,,,,,,1,1,38,1,3,2,3,2,1,3,2,1,2,2,1,2,2,2,1,0.736103707
509100XXXX,02/26/20 11:40 AM,36059,11553,1,6,5,,,,,,,,,,,,,,,,,2,1,34,1,2,2,4,2,3,3,1,2,4,2,2,2,2,2,1,0.555926665
108210XXXX,02/25/20 10:20 PM,36061,10018,1,3,,9,2,0,8,5,8,7,5,,,,,,,,,2,2,23,1,1,3,2,3,2,3,2,3,2,2,2,2,1,2,1,0.519329079
155100XXXX,02/25/20 10:12 PM,36061,10001,1,2,,50,20,50,100,25,50,30,100,,,,,,,,,2,2,27,1,1,2,3,4,3,1,2,2,4,2,1,2,1,3,1,0.519329079
530100XXXX,02/25/20 10:19 PM,36061,10001,1,6,2,17,20,10,50,6,9,39,75,c5,c3,c4,c6,c7,c8,c2,1,1,1,19,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0.863343069
223010XXXX,02/26/20 01:48 PM,36061,10023,1,7,2,5,15,5,5,5,55,5,5,c6,c8,c1,c2,c3,c4,c7,1,1,1,40,1,1,2,5,1,3,3,2,1,2,2,2,2,2,1,1,0.656329708
223410XXXX,02/26/20 01:51 PM,36061,10001,1,2,,50,50,50,50,50,50,50,50,,,,,,,,,2,1,29,1,1,1,2,1,1,3,2,1,3,1,2,2,2,2,1,0.863343069
204100XXXX,02/25/20 10:51 PM,36061,10022,1,4,,80,85,95,85,90,90,80,80,,,,,,,,,2,1,42,1,1,2,2,2,3,2,2,1,3,1,1,1,2,3,1,0.656329708
791000XXXX,02/25/20 10:08 PM,36061,10044,1,2,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,28,1,3,1,2,1,3,3,2,1,2,2,2,2,2,1,1,0.764635286
172510XXXX,02/26/20 11:33 AM,36061,10016,1,6,3,20,5,10,0,0,75,0,50,,,,,,,,,2,2,29,1,3,3,5,2,3,1,1,2,4,2,2,2,1,1,1,0.764635286
227100XXXX,02/25/20 10:14 PM,36061,10031,1,4,,50,0,0,0,5,45,0,0,,,,,,,,,2,1,29,1,6,3,6,4,2,2,1,1,4,2,2,2,1,1,1,0.696250476
122010XXXX,02/25/20 10:29 PM,36061,10013,1,6,2,100,100,100,100,100,100,100,100,c2,c6,c4,c7,c1,c5,c3,1,1,1,37,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,0.656329708
204910XXXX,02/26/20 11:32 AM,36061,10021,1,5,2,2,9,6,8,23,0,8,2,c1,c8,c6,c2,c3,c5,c9,2,1,1,33,1,3,2,4,2,2,1,1,1,3,1,2,2,1,1,1,1.176570157
341000XXXX,02/25/20 10:27 PM,36061,10004,1,6,1,2,5,5,1,1,0,0,0,,,,,,,,,2,1,53,2,3,1,3,1,2,3,2,2,3,1,2,2,2,2,1,0.931934826
123100XXXX,02/25/20 10:40 PM,36061,10022,1,6,2,0,50,0,0,0,50,0,0,c2,c1,c3,c4,c5,c6,c7,1,1,1,30,1,3,2,5,2,3,2,2,1,2,2,2,2,2,1,1,1.176570157
355100XXXX,02/25/20 11:22 PM,36061,10028,1,6,3,20,40,0,0,0,20,0,20,,,,,,,,,2,1,66,2,3,2,3,3,3,3,3,1,2,2,2,2,2,2,1,0.618763507
448100XXXX,02/26/20 11:35 AM,36061,10009,1,1,,40,60,20,10,30,50,10,20,,,,,,,,,2,1,40,1,3,1,2,1,1,3,2,1,1,1,1,1,2,1,1,0.736103707
519100XXXX,02/26/20 11:41 AM,36061,10007,1,5,1,13,13,12,12,12,13,13,12,,,,,,,,,2,1,42,1,3,1,1,1,3,3,2,1,2,2,2,2,2,1,1,0.736103707
114110XXXX,02/25/20 10:20 PM,36063,14094,1,6,2,75,60,65,5,50,55,40,50,c3,c8,c7,c5,c1,c6,c4,1,1,2,48,1,3,2,4,2,2,1,3,1,4,2,2,1,2,3,1,0.854303724
185810XXXX,02/26/20 11:32 AM,36063,14301,2,,,,,,,,,,,,,,,,,,,2,1,32,1,3,2,6,4,2,1,1,2,3,1,2,2,2,3,1,1.176570157
791000XXXX,02/25/20 10:33 PM,36063,14120,1,4,,15,25,0,0,0,30,0,0,,,,,,,,,2,1,41,1,3,1,3,1,2,2,2,1,2,2,1,2,2,2,1,0.736103707
